id,year,era,region,title,text
279,681,CE,Great Zimbabwe,Great Zimbabwe: Battle (681 CE),"In 681 CE, Great Zimbabwe saw a long-debated battle that stabilized regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
280,359,CE,Sri Lanka,Sri Lanka: Academy Founding (359 CE),"In 359 CE, Sri Lanka saw a formative academy founding that accelerated regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
281,-553,BCE,Sub-Saharan Africa,Sub-Saharan Africa: Coinage Standardization (553 BCE),"In 553 BCE, Sub-Saharan Africa saw a formative coinage standardization that marked regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
282,-818,BCE,Roman Empire,Roman Empire: Harbor Expansion (818 BCE),"In 818 BCE, Roman Empire saw a widely cited harbor expansion that stabilized regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
283,1113,CE,Caucasus,Caucasus: Mint Reform (1113 CE),"In 1113 CE, Caucasus saw a notable mint reform that challenged regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
284,1600,CE,Mesoamerica,Mesoamerica: Lighthouse Lighting (1600 CE),"In 1600 CE, Mesoamerica saw a long-debated lighthouse lighting that transformed regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
285,895,CE,Australia,Australia: Trial Of A Statesman (895 CE),"In 895 CE, Australia saw a formative trial of a statesman that codified regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
286,1017,CE,Bolivia,Bolivia: Famine Relief (1017 CE),"In 1017 CE, Bolivia saw a long-debated famine relief that stabilized regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
287,1490,CE,Southeast Asia,Southeast Asia: Architectural Project (1490 CE),"In 1490 CE, Southeast Asia saw a remarkable architectural project that reshaped regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
288,658,CE,Mughal Empire,Mughal Empire: Architectural Project (658 CE),"In 658 CE, Mughal Empire saw a long-debated architectural project that transformed regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
289,1470,CE,Southeast Asia,Southeast Asia: Uprising (1470 CE),"In 1470 CE, Southeast Asia saw a formative uprising that documented regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
290,-1445,BCE,Austria,Austria: Tax Reform (1445 BCE),"In 1445 BCE, Austria saw a widely cited tax reform that marked regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
291,832,CE,Caribbean,Caribbean: Palace Coup (832 CE),"In 832 CE, Caribbean saw a well-documented palace coup that marked regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
292,1389,CE,Persia,Persia: Battle (1389 CE),"In 1389 CE, Persia saw a well-documented battle that ushered in regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
293,751,CE,Caribbean,Caribbean: Constitution Drafting (751 CE),"In 751 CE, Caribbean saw a far-reaching constitution drafting that marked regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
294,-1843,BCE,West Africa,West Africa: Astronomical Event Recording (1843 BCE),"In 1843 BCE, West Africa saw a formative astronomical event recording that ushered in regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
295,-1504,BCE,Southern Africa,Southern Africa: Harbor Expansion (1504 BCE),"In 1504 BCE, Southern Africa saw a widely cited harbor expansion that challenged regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
296,-763,BCE,German States,German States: Border Demarcation (763 BCE),"In 763 BCE, German States saw a remarkable border demarcation that stabilized regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
297,-1067,BCE,Uruguay,Uruguay: Naval Engagement (1067 BCE),"In 1067 BCE, Uruguay saw a contested naval engagement that reshaped regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
298,1006,CE,Srivijaya,Srivijaya: Trade Expedition (1006 CE),"In 1006 CE, Srivijaya saw a well-documented trade expedition that ushered in regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
299,-2922,BCE,Persia,Persia: Architectural Project (2922 BCE),"In 2922 BCE, Persia saw a long-debated architectural project that documented regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
300,-2221,BCE,Qing China,Qing China: Canal Construction (2221 BCE),"In 2221 BCE, Qing China saw a well-documented canal construction that consolidated regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
301,249,CE,Srivijaya,Srivijaya: Scientific Observation (249 CE),"In 249 CE, Srivijaya saw a contested scientific observation that accelerated regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
302,1173,CE,West Africa,West Africa: Siege (1173 CE),"In 1173 CE, West Africa saw a lesser-known siege that consolidated regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
303,135,CE,Renaissance Italy,Renaissance Italy: Abolition Decree (135 CE),"In 135 CE, Renaissance Italy saw a formative abolition decree that stabilized regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
304,1687,CE,Sicily,Sicily: Invention (1687 CE),"In 1687 CE, Sicily saw a well-documented invention that documented regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
305,-1909,BCE,Venezuela,Venezuela: Border Demarcation (1909 BCE),"In 1909 BCE, Venezuela saw a long-debated border demarcation that consolidated regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
306,373,CE,Bhutan,Bhutan: Scientific Observation (373 CE),"In 373 CE, Bhutan saw a remarkable scientific observation that stabilized regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
307,1062,CE,Kievan Rus,Kievan Rus: Canal Construction (1062 CE),"In 1062 CE, Kievan Rus saw a well-documented canal construction that consolidated regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
308,462,CE,United States,United States: Border Demarcation (462 CE),"In 462 CE, United States saw a widely cited border demarcation that ushered in regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
309,-2257,BCE,Yuan China,Yuan China: Scientific Observation (2257 BCE),"In 2257 BCE, Yuan China saw a widely cited scientific observation that reshaped regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
310,-2626,BCE,Heian Japan,Heian Japan: Guild Formation (2626 BCE),"In 2626 BCE, Heian Japan saw a far-reaching guild formation that consolidated regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
311,1476,CE,Prussia,Prussia: University Charter (1476 CE),"In 1476 CE, Prussia saw a far-reaching university charter that marked regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
312,-2628,BCE,Bhutan,Bhutan: Festival Institution (2628 BCE),"In 2628 BCE, Bhutan saw a widely cited festival institution that challenged regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
313,1309,CE,Ancient China,Ancient China: Famine Relief (1309 CE),"In 1309 CE, Ancient China saw a lesser-known famine relief that transformed regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
314,990,CE,Hellenistic Period,Hellenistic Period: Academy Founding (990 CE),"In 990 CE, Hellenistic Period saw a remarkable academy founding that transformed regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
315,-246,BCE,Mongol Empire,Mongol Empire: Naval Engagement (246 BCE),"In 246 BCE, Mongol Empire saw a remarkable naval engagement that accelerated regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
316,-2485,BCE,Viking Age Scandinavia,Viking Age Scandinavia: Harbor Expansion (2485 BCE),"In 2485 BCE, Viking Age Scandinavia saw a long-debated harbor expansion that documented regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
317,-1518,BCE,Netherlands,Netherlands: Parliament Session (1518 BCE),"In 1518 BCE, Netherlands saw a pivotal parliament session that documented regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
318,548,CE,Arabian Peninsula,Arabian Peninsula: Translation Movement (548 CE),"In 548 CE, Arabian Peninsula saw a well-documented translation movement that ushered in regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
319,-1574,BCE,Austria,Austria: Land Reform (1574 BCE),"In 1574 BCE, Austria saw a contested land reform that consolidated regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
320,1477,CE,Age of Discovery,Age of Discovery: Exploration Voyage (1477 CE),"In 1477 CE, Age of Discovery saw a well-documented exploration voyage that accelerated regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
321,1801,CE,Renaissance Italy,Renaissance Italy: Famine Relief (1801 CE),"In 1801 CE, Renaissance Italy saw a notable famine relief that ushered in regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
322,494,CE,Aztec Empire,Aztec Empire: Guild Formation (494 CE),"In 494 CE, Aztec Empire saw a long-debated guild formation that marked regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
323,-2448,BCE,Argentina,Argentina: Academy Founding (2448 BCE),"In 2448 BCE, Argentina saw a formative academy founding that transformed regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
324,-441,BCE,Central Asia,Central Asia: Scientific Observation (441 BCE),"In 441 BCE, Central Asia saw a widely cited scientific observation that documented regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
325,821,CE,Mesoamerica,Mesoamerica: Festival Institution (821 CE),"In 821 CE, Mesoamerica saw a lesser-known festival institution that challenged regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
326,151,CE,North Africa,North Africa: Palace Coup (151 CE),"In 151 CE, North Africa saw a formative palace coup that stabilized regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
327,1277,CE,Venezuela,Venezuela: Road Building (1277 CE),"In 1277 CE, Venezuela saw a pivotal road building that consolidated regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
328,1628,CE,Colonial America,Colonial America: Parliament Session (1628 CE),"In 1628 CE, Colonial America saw a long-debated parliament session that consolidated regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
329,823,CE,Scandinavia,Scandinavia: Battle (823 CE),"In 823 CE, Scandinavia saw a notable battle that marked regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
330,1647,CE,Caucasus,Caucasus: Border Demarcation (1647 CE),"In 1647 CE, Caucasus saw a formative border demarcation that consolidated regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
331,287,CE,Enlightenment Europe,Enlightenment Europe: Road Building (287 CE),"In 287 CE, Enlightenment Europe saw a long-debated road building that consolidated regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
332,1515,CE,Early Modern Europe,Early Modern Europe: Guild Formation (1515 CE),"In 1515 CE, Early Modern Europe saw a long-debated guild formation that stabilized regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
333,1452,CE,Al-Andalus,Al-Andalus: Canal Construction (1452 CE),"In 1452 CE, Al-Andalus saw a formative canal construction that marked regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
334,-449,BCE,New Zealand,New Zealand: Guild Formation (449 BCE),"In 449 BCE, New Zealand saw a widely cited guild formation that marked regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
335,1343,CE,Sri Lanka,Sri Lanka: Guild Formation (1343 CE),"In 1343 CE, Sri Lanka saw a far-reaching guild formation that challenged regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
336,-1968,BCE,Heian Japan,Heian Japan: Border Demarcation (1968 BCE),"In 1968 BCE, Heian Japan saw a far-reaching border demarcation that codified regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
337,497,CE,Classical Greece,Classical Greece: Festival Institution (497 CE),"In 497 CE, Classical Greece saw a pivotal festival institution that challenged regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
338,858,CE,Kievan Rus,Kievan Rus: Land Reform (858 CE),"In 858 CE, Kievan Rus saw a contested land reform that codified regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
339,1886,CE,Caucasus,Caucasus: Trial Of A Statesman (1886 CE),"In 1886 CE, Caucasus saw a notable trial of a statesman that consolidated regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
340,-1332,BCE,Chile,Chile: Plague Outbreak (1332 BCE),"In 1332 BCE, Chile saw a lesser-known plague outbreak that codified regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
341,942,CE,Greece,Greece: University Charter (942 CE),"In 942 CE, Greece saw a lesser-known university charter that documented regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
342,1477,CE,Venezuela,Venezuela: Lighthouse Lighting (1477 CE),"In 1477 CE, Venezuela saw a widely cited lighthouse lighting that reshaped regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
343,-1010,BCE,Yuan China,Yuan China: Parliament Session (1010 BCE),"In 1010 BCE, Yuan China saw a widely cited parliament session that challenged regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
344,1444,CE,Majapahit,Majapahit: Postal Relay (1444 CE),"In 1444 CE, Majapahit saw a formative postal relay that documented regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
345,-2956,BCE,Yuan China,Yuan China: Bridge Construction (2956 BCE),"In 2956 BCE, Yuan China saw a pivotal bridge construction that reshaped regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
346,1835,CE,Southern Africa,Southern Africa: Printing Milestone (1835 CE),"In 1835 CE, Southern Africa saw a well-documented printing milestone that transformed regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
347,-2926,BCE,Byzantine Empire,Byzantine Empire: Printing Milestone (2926 BCE),"In 2926 BCE, Byzantine Empire saw a formative printing milestone that transformed regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
348,414,CE,Greece,Greece: Calendar Reform (414 CE),"In 414 CE, Greece saw a lesser-known calendar reform that transformed regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
349,-2404,BCE,Achaemenid Empire,Achaemenid Empire: Translation Movement (2404 BCE),"In 2404 BCE, Achaemenid Empire saw a notable translation movement that stabilized regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
350,108,CE,Ottoman Empire,Ottoman Empire: Land Reform (108 CE),"In 108 CE, Ottoman Empire saw a long-debated land reform that accelerated regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
351,282,CE,Ancient Egypt,Ancient Egypt: Parliament Session (282 CE),"In 282 CE, Ancient Egypt saw a well-documented parliament session that codified regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
352,1799,CE,Caucasus,Caucasus: Plague Outbreak (1799 CE),"In 1799 CE, Caucasus saw a contested plague outbreak that transformed regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
353,-243,BCE,Bhutan,Bhutan: Architectural Project (243 BCE),"In 243 BCE, Bhutan saw a far-reaching architectural project that challenged regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
354,1742,CE,Classical Greece,Classical Greece: Succession Crisis (1742 CE),"In 1742 CE, Classical Greece saw a remarkable succession crisis that consolidated regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
355,814,CE,German States,German States: Succession Crisis (814 CE),"In 814 CE, German States saw a widely cited succession crisis that marked regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
356,-2469,BCE,Mughal Empire,Mughal Empire: University Charter (2469 BCE),"In 2469 BCE, Mughal Empire saw a widely cited university charter that accelerated regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
357,1012,CE,Great Zimbabwe,Great Zimbabwe: Palace Coup (1012 CE),"In 1012 CE, Great Zimbabwe saw a formative palace coup that transformed regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
358,678,CE,Mongol Empire,Mongol Empire: Weights And Measures Act (678 CE),"In 678 CE, Mongol Empire saw a formative weights and measures act that transformed regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
359,-1381,BCE,Qing China,Qing China: Festival Institution (1381 BCE),"In 1381 BCE, Qing China saw a contested festival institution that consolidated regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
360,1838,CE,Australia,Australia: Tax Reform (1838 CE),"In 1838 CE, Australia saw a lesser-known tax reform that documented regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
361,196,CE,Joseon Korea,Joseon Korea: Scientific Observation (196 CE),"In 196 CE, Joseon Korea saw a formative scientific observation that documented regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
362,-1572,BCE,Achaemenid Empire,Achaemenid Empire: Naval Engagement (1572 BCE),"In 1572 BCE, Achaemenid Empire saw a widely cited naval engagement that documented regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
363,1174,CE,Mesopotamia,Mesopotamia: Mint Reform (1174 CE),"In 1174 CE, Mesopotamia saw a long-debated mint reform that challenged regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
364,954,CE,Renaissance Italy,Renaissance Italy: Uprising (954 CE),"In 954 CE, Renaissance Italy saw a remarkable uprising that stabilized regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
365,1414,CE,Songhai Empire,Songhai Empire: Irrigation Works (1414 CE),"In 1414 CE, Songhai Empire saw a widely cited irrigation works that documented regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
366,-548,BCE,Iberian Peninsula,Iberian Peninsula: Legal Code (548 BCE),"In 548 BCE, Iberian Peninsula saw a formative legal code that reshaped regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
367,1125,CE,Caucasus,Caucasus: Religious Council (1125 CE),"In 1125 CE, Caucasus saw a lesser-known religious council that challenged regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
368,1221,CE,Byzantine Empire,Byzantine Empire: Border Demarcation (1221 CE),"In 1221 CE, Byzantine Empire saw a formative border demarcation that stabilized regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
369,1879,CE,Al-Andalus,Al-Andalus: Trade Expedition (1879 CE),"In 1879 CE, Al-Andalus saw a notable trade expedition that stabilized regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
370,-2199,BCE,Kievan Rus,Kievan Rus: Uprising (2199 BCE),"In 2199 BCE, Kievan Rus saw a long-debated uprising that stabilized regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
371,-842,BCE,Philippines,Philippines: Guild Formation (842 BCE),"In 842 BCE, Philippines saw a formative guild formation that ushered in regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
372,114,CE,Levant,Levant: Scientific Observation (114 CE),"In 114 CE, Levant saw a lesser-known scientific observation that codified regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
373,1145,CE,Balkans,Balkans: Academy Founding (1145 CE),"In 1145 CE, Balkans saw a widely cited academy founding that marked regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
374,-13,BCE,Cambodia,Cambodia: Natural Disaster (13 BCE),"In 13 BCE, Cambodia saw a far-reaching natural disaster that ushered in regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
375,1435,CE,Sub-Saharan Africa,Sub-Saharan Africa: Papal Conclave (1435 CE),"In 1435 CE, Sub-Saharan Africa saw a notable papal conclave that ushered in regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
376,-1675,BCE,Joseon Korea,Joseon Korea: Artistic Commission (1675 BCE),"In 1675 BCE, Joseon Korea saw a well-documented artistic commission that codified regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
377,784,CE,Arabian Peninsula,Arabian Peninsula: Constitution Drafting (784 CE),"In 784 CE, Arabian Peninsula saw a remarkable constitution drafting that ushered in regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
378,1792,CE,Egypt,Egypt: Scientific Observation (1792 CE),"In 1792 CE, Egypt saw a long-debated scientific observation that ushered in regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
379,805,CE,Italy,Italy: Scientific Observation (805 CE),"In 805 CE, Italy saw a contested scientific observation that marked regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
380,949,CE,Colombia,Colombia: Weights And Measures Act (949 CE),"In 949 CE, Colombia saw a lesser-known weights and measures act that codified regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
381,471,CE,Hellenistic Period,Hellenistic Period: Siege (471 CE),"In 471 CE, Hellenistic Period saw a long-debated siege that consolidated regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
382,-2970,BCE,Nepal,Nepal: Trade Expedition (2970 BCE),"In 2970 BCE, Nepal saw a notable trade expedition that codified regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
383,1810,CE,Indus Valley,Indus Valley: Translation Movement (1810 CE),"In 1810 CE, Indus Valley saw a contested translation movement that ushered in regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
384,915,CE,Poland-Lithuania,Poland-Lithuania: Academy Founding (915 CE),"In 915 CE, Poland-Lithuania saw a notable academy founding that challenged regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
385,-1798,BCE,Maya Civilization,Maya Civilization: Papal Conclave (1798 BCE),"In 1798 BCE, Maya Civilization saw a contested papal conclave that marked regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
386,593,CE,Maya Civilization,Maya Civilization: Weights And Measures Act (593 CE),"In 593 CE, Maya Civilization saw a far-reaching weights and measures act that documented regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
387,1378,CE,Enlightenment Europe,Enlightenment Europe: Translation Movement (1378 CE),"In 1378 CE, Enlightenment Europe saw a widely cited translation movement that consolidated regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
388,847,CE,Early Modern Europe,Early Modern Europe: Calendar Reform (847 CE),"In 847 CE, Early Modern Europe saw a notable calendar reform that stabilized regional dynamics. Sources describe the role of an imperial court astronomer and the broader context of trade, belief, and governance."
389,1867,CE,Meiji Japan,Meiji Japan: Irrigation Works (1867 CE),"In 1867 CE, Meiji Japan saw a remarkable irrigation works that stabilized regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
390,-1411,BCE,Brazil,Brazil: Observatory Founding (1411 BCE),"In 1411 BCE, Brazil saw a remarkable observatory founding that stabilized regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
391,837,CE,Kievan Rus,Kievan Rus: Canal Construction (837 CE),"In 837 CE, Kievan Rus saw a remarkable canal construction that consolidated regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
392,1740,CE,Inca Empire,Inca Empire: Canal Construction (1740 CE),"In 1740 CE, Inca Empire saw a well-documented canal construction that accelerated regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
393,854,CE,Morocco,Morocco: Border Demarcation (854 CE),"In 854 CE, Morocco saw a well-documented border demarcation that codified regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
394,-1353,BCE,Brazil,Brazil: Architectural Project (1353 BCE),"In 1353 BCE, Brazil saw a formative architectural project that documented regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
395,1699,CE,Khmer Empire,Khmer Empire: Treaty (1699 CE),"In 1699 CE, Khmer Empire saw a widely cited treaty that codified regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
396,81,CE,Medieval Europe,Medieval Europe: Exploration Voyage (81 CE),"In 81 CE, Medieval Europe saw a far-reaching exploration voyage that stabilized regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
397,1781,CE,Industrial Britain,Industrial Britain: Canal Construction (1781 CE),"In 1781 CE, Industrial Britain saw a notable canal construction that challenged regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
398,241,CE,Cambodia,Cambodia: Religious Council (241 CE),"In 241 CE, Cambodia saw a formative religious council that challenged regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
399,419,CE,Southern Africa,Southern Africa: Translation Movement (419 CE),"In 419 CE, Southern Africa saw a lesser-known translation movement that documented regional dynamics. Sources describe the role of a merchant consortium and the broader context of trade, belief, and governance."
400,1093,CE,Argentina,Argentina: Printing Milestone (1093 CE),"In 1093 CE, Argentina saw a widely cited printing milestone that transformed regional dynamics. Sources describe the role of a religious leader and the broader context of trade, belief, and governance."
401,1019,CE,Balkans,Balkans: Religious Reform (1019 CE),"In 1019 CE, Balkans saw a formative religious reform that documented regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
402,848,CE,Roman Empire,Roman Empire: Festival Institution (848 CE),"In 848 CE, Roman Empire saw a contested festival institution that consolidated regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
403,-2393,BCE,Bohemia,Bohemia: Weights And Measures Act (2393 BCE),"In 2393 BCE, Bohemia saw a remarkable weights and measures act that transformed regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
404,-943,BCE,East Africa,East Africa: Festival Institution (943 BCE),"In 943 BCE, East Africa saw a contested festival institution that accelerated regional dynamics. Sources describe the role of a reformist minister and the broader context of trade, belief, and governance."
405,1403,CE,Colonial America,Colonial America: Mint Reform (1403 CE),"In 1403 CE, Colonial America saw a formative mint reform that accelerated regional dynamics. Sources describe the role of a nomadic confederation and the broader context of trade, belief, and governance."
406,-1443,BCE,Heian Japan,Heian Japan: Scientific Observation (1443 BCE),"In 1443 BCE, Heian Japan saw a lesser-known scientific observation that accelerated regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
407,1111,CE,Brazil,Brazil: Treaty (1111 CE),"In 1111 CE, Brazil saw a lesser-known treaty that marked regional dynamics. Sources describe the role of a reigning monarch and the broader context of trade, belief, and governance."
408,1369,CE,Mesoamerica,Mesoamerica: Religious Council (1369 CE),"In 1369 CE, Mesoamerica saw a notable religious council that codified regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
409,474,CE,Sub-Saharan Africa,Sub-Saharan Africa: Coinage Standardization (474 CE),"In 474 CE, Sub-Saharan Africa saw a well-documented coinage standardization that marked regional dynamics. Sources describe the role of a scholar and the broader context of trade, belief, and governance."
410,765,CE,Andean Civilizations,Andean Civilizations: Road Building (765 CE),"In 765 CE, Andean Civilizations saw a far-reaching road building that accelerated regional dynamics. Sources describe the role of a navigator and the broader context of trade, belief, and governance."
411,14,CE,Greece,Greece: Parliament Session (14 CE),"In 14 CE, Greece saw a remarkable parliament session that marked regional dynamics. Sources describe the role of a local ruler and the broader context of trade, belief, and governance."
412,563,CE,Greece,Greece: Bridge Construction (563 CE),"In 563 CE, Greece saw a notable bridge construction that stabilized regional dynamics. Sources describe the role of a guild master and the broader context of trade, belief, and governance."
413,1652,CE,Meiji Japan,Meiji Japan: Religious Reform (1652 CE),"In 1652 CE, Meiji Japan saw a pivotal religious reform that stabilized regional dynamics. Sources describe the role of a military commander and the broader context of trade, belief, and governance."
414,-2539,BCE,Italy,Italy: Mint Reform (2539 BCE),"In 2539 BCE, Italy saw a long-debated mint reform that transformed regional dynamics. Sources describe the role of a city council and the broader context of trade, belief, and governance."
